internationalname,tradename,dosageform,manufacturer,amount,limitingprice,price,certificatenumber,registrationdate,barcode,atc,reasonexclude,dateexclude
Верапамил,Верапамил,"раствор для внутривенного введения, 2,5 мг/мл, 2 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  22.55,,ЛС-001594,"15.04.2013
(241/20-13)",4602884002963,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Менадиона натрия бисульфит,Викасол,"раствор для внутримышечного введения 10 мг/мл, 2 мл - ампулы (10) - коробки картонные","ОАО ""Биосинтез"" - Россия", 10,  52.22,,ЛС-002477,"15.04.2013
(241/20-13)",4602884004219,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Декстроза,Глюкоза,"раствор для внутривенного введения, 400 мг/мл, 10 мл - ампулы (10)  /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - коробки картонные","ОАО ""Биосинтез"" - Россия", 10,  27.09,,Р N001631/01,"15.04.2013
(241/20-13)",4602884003144,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Калия хлорид,Калия хлорид,"концентрат для приготовления раствора для инфузий 40 мг/мл, 10 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ -пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  28.14,,ЛС-000307,"15.04.2013
(241/20-13)",4602884003151,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Магния сульфат,Магния сульфат,"раствор для внутривенного введения 250 мг/мл, 10 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - коробки картонные","ОАО ""Биосинтез"" - Россия", 10,  24.83,,Р N001547/01,"15.04.2013
(241/20-13)",4602884003120,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Прокаин,Новокаин,"раствор для инъекций 20 мг/мл, 2 мл -ампулы (10)- пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  8.31,,Р N000353/03-2002,"15.04.2013
(241/20-13)",4602884012122,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Прокаин,Новокаин,"раствор для инъекций 5 мг/мл, 10 мл - ампулы (10) - пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  25.06,,Р N000353/03-2002,"15.04.2013
(241/20-13)",4602884003137,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Лидокаин,Лидокаин,"раствор для инъекций 20 мг/мл, 2 мл -  ампулы (10) /в комплекте с ножом ампульным или скарификатором/ - коробки картонные","ОАО ""Биосинтез"" - Россия", 10,  17.61,,Р N001276/01-2002,"15.04.2013
(241/20-13)",4602884013617,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Пиридоксин,Пиридоксин,"раствор для инъекций 50 мг/мл, 1 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  18.68,,ЛС-001903,"15.04.2013
(241/20-13)",4602884004493,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Тиоктовая кислота,Тиолипон,"концентрат для приготовления раствора для внутривенного введения 30 мг/мл, 10 мл - ампулы темного стекла (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - коробки картонные","ОАО ""Биосинтез"" - Россия", 10,  284.85,,ЛСР-005118/08,"15.04.2013
(241/20-13)",4602884012245,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Фуросемид,Фуросемид,"раствор для инъекций 1%, 2 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором/ - пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  14.12,,Р N000655/01-2001,"15.04.2013
(241/20-13)",4602884001904,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Аминофиллин,Эуфиллин,"раствор для внутривенного введения 24 мг/мл, 10 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  27.72,,ЛСР-003895/07,"15.04.2013
(241/20-13)",4602884003083,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Бария сульфат,Бар-ВИПС*,порошок для приготовления суспензии для приема внутрь 240 г - пакеты (1),"ООО ""Фирма ""ВИПС-МЕД"" - Россия", 1,  63.80,,Р N000178/01,"18.04.2013
(252/20-13)",4603761000010,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Оланзапин,Нормитон,"таблетки покрытые пленочной оболочкой 5 мг, 6 шт. - блистеры (5) - пачки картонные","Фармацевтический завод ""ПОЛЬФАРМА"" АО - Республика Польша", 30,  360.00,,ЛП-001725,"08.05.2013
(283/20-13)",5903060602632,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,19.08.2016
Оланзапин,Нормитон,"таблетки покрытые пленочной оболочкой 5 мг, 10 шт. - блистеры (3) - пачки картонные","Фармацевтический завод ""ПОЛЬФАРМА"" АО - Республика Польша", 30,  360.00,,ЛП-001725,"08.05.2013
(283/20-13)",5903060602755,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,19.08.2016
Оланзапин,Нормитон,"таблетки покрытые пленочной оболочкой 10 мг, 6 шт. - блистеры (5) - пачки картонные","Фармацевтический завод ""ПОЛЬФАРМА"" АО - Республика Польша", 30,  472.00,,ЛП-001725,"08.05.2013
(283/20-13)",5903060602649,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,19.08.2016
Оланзапин,Нормитон,"таблетки покрытые пленочной оболочкой 10 мг, 10 шт. - блистеры (3) - пачки картонные","Фармацевтический завод ""ПОЛЬФАРМА"" АО - Республика Польша", 30,  472.00,,ЛП-001725,"08.05.2013
(283/20-13)",5903060602762,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,19.08.2016
Оланзапин,Нормитон,"таблетки покрытые пленочной оболочкой 15 мг, 6 шт. - блистеры (5) - пачки картонные","Фармацевтический завод ""ПОЛЬФАРМА"" АО - Республика Польша", 30,  600.00,,ЛП-001725,"08.05.2013
(283/20-13)",5903060602731,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,19.08.2016
Оланзапин,Нормитон,"таблетки покрытые пленочной оболочкой 20 мг, 10 шт. - блистеры (3) - пачки картонные","Фармацевтический завод ""ПОЛЬФАРМА"" АО - Республика Польша", 30,  720.00,,ЛП-001725,"08.05.2013
(283/20-13)",5903060602786,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,19.08.2016
Оланзапин,Нормитон,"таблетки покрытые пленочной оболочкой 20 мг, 6 шт. - блистеры (5) - пачки картонные","Фармацевтический завод ""ПОЛЬФАРМА"" АО - Республика Польша", 30,  720.00,,ЛП-001725,"08.05.2013
(283/20-13)",5903060602748,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,19.08.2016
Оланзапин,Нормитон,"таблетки покрытые пленочной оболочкой 15 мг, 10 шт. - блистеры (3) - пачки картонные","Фармацевтический завод ""ПОЛЬФАРМА"" АО - Республика Польша", 30,  600.00,,ЛП-001725,"08.05.2013
(283/20-13)",5903060602779,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,19.08.2016
Уголь активированный,Уголь активированный -УБФ*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","ОАО ""Уралбиофарм"" - Россия", 20,  11.32,,Р N002523/01,"03.06.2013
(344/20-13)",4603179004327,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Рибавирин,Девирс*,"крем для наружного применения 7.5 %, 15 г - тубы алюминиевые (1) - пачки картонные","ЗАО ""Вертекс"" - Россия", 1,  457.84,,ЛП-000237,"06.06.2013
(350/20-13)",4607003244170,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Этилметилгидроксипиридина сукцинат,Мексипридол*,"раствор для внутривенного и внутримышечного введения 50 мг/мл, 2 мл - ампулы (5) - упаковки ячейковые контурные (2) - пачки картонные","ООО ""Мексипридол"" - Россия;Пр.,Перв.Уп.,Втор.Уп.,Вып.к.-ФГУП ""ГосЗМП"" - Россия.", 10,  271.00,,ЛП-001701,"19.07.2013
(459/20-13)",4603730001567,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Активированный уголь,Уголь активированный*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (1)","ОАО ""Фармстандарт-Лексредства"" - Россия;Пр.,Перв.Уп.-ОАО ""Фармстандарт-Лексредства"" - Россия;Втор.Уп.-;Вып.к.-ОАО ""Фармстандарт-Лексредства"" - Россия.", 10,  5.61,,Р N001033/01,"07.08.2013
(484/20-13)",4601669002600,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Активированный уголь,Уголь активированный МС*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","Закрытое акционерное общество ""Медисорб"", Россия", 20,  11.94,,Р N001289/01,"20.08.2013
(506/20-13)",4603182002105,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Активированный уголь,Уголь активированный-УБФ*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные","ОАО ""Уралбиофарм"" - Россия", 30,  16.98,,Р N002523/01,"02.09.2013
(514/20-13)",4603179004334,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Активированный уголь,Уголь активированный-УБФ*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (4) - пачки картонные","ОАО ""Уралбиофарм"" - Россия", 40,  22.64,,Р N002523/01,"02.09.2013
(514/20-13)",4603179004341,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Уголь активированный,Активированный уголь*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (3) - пачка картонная","ЗАО ""Производственная фармацевтическая компания Обновление"" - Россия", 30,  17.91,,ЛП-000178,"01.11.2013
(607/20-13)",4603988011875,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Рифампицин,Рифампицин-Бинергия**,лиофилизат для приготовления раствора для инфузий 300 мг - флаконы (10) - коробки картонные,"ЗАО ""Бинергия"" - Россия;Пр.,Перв.Уп.,Втор.Уп.,Вып.к.-ЗАО ""Рафарма"" - Россия.", 10, 1 064.36,,ЛП-001924,"17.12.2013
(682/20-13)",4660007810369,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Рифампицин,Рифампицин-Бинергия**,лиофилизат для приготовления раствора для инфузий 450 мг - флаконы (10) - коробки картонные,"ЗАО ""Бинергия"" - Россия;Пр.,Перв.Уп.,Втор.Уп.,Вып.к.-ЗАО ""Рафарма"" - Россия.", 10, 1 596.54,,ЛП-001924,"17.12.2013
(682/20-13)",4660007810376,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Рифампицин,Рифампицин-Бинергия**,лиофилизат для приготовления раствора для инфузий 600 мг - флаконы (10) - коробки картонные,"ЗАО ""Бинергия"" - Россия;Пр.,Перв.Уп.,Втор.Уп.,Вып.к.-ЗАО ""Рафарма"" - Россия.", 10, 2 128.72,,ЛП-001924,"17.12.2013
(682/20-13)",4660007810383,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Эстрадиол,Прогинова*,"драже 2 мг, 21 шт. - блистеры (1) - пачки картонные","Байер Фарма АГ -  Германия;Пр.,Перв.Уп.,Втор.Уп.,Вып.к.-Дельфарм Лилль С.А.С. - Франция.", 21,  123.00,,П N013529/01,"21.01.2014
(10/20-14)",4029668001057,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
-,Уголь активированный Экстрасорб*,"капсулы 110 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","Общество с ограниченной ответственностью ""Кировская Фармацевтическая Компания"" (ООО ""КФК"") - Россия", 20,  71.00,,ЛП-001710,"07.02.2014
(42/20-14)",4670009600295,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
-,Уголь активированный Экстрасорб*,"капсулы 250 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные","Общество с ограниченной ответственностью ""Кировская Фармацевтическая Компания"" (ООО ""КФК"") - Россия", 50,  195.55,,ЛП-001710,"07.02.2014
(42/20-14)",4670009600226,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
-,Уголь активированный Экстрасорб*,"капсулы 250 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","Общество с ограниченной ответственностью ""Кировская Фармацевтическая Компания"" (ООО ""КФК"") - Россия", 20,  103.00,,ЛП-001710,"07.02.2014
(42/20-14)",4670009600233,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
-,Уголь активированный Экстрасорб*,"капсулы 250 мг, 10 шт. - упаковки ячейковые контурные (1) - пачки картонные","Общество с ограниченной ответственностью ""Кировская Фармацевтическая Компания"" (ООО ""КФК"") - Россия", 10,  66.40,,ЛП-001710,"07.02.2014
(42/20-14)",4670009600219,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
-,Уголь активированный Экстрасорб*,"капсулы 110 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные","Общество с ограниченной ответственностью ""Кировская Фармацевтическая Компания"" (ООО ""КФК"") - Россия", 50,  127.00,,ЛП-001710,"07.02.2014
(42/20-14)",4670009600288,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
-,Уголь активированный Экстрасорб*,"капсулы 220 мг, 10 шт. - упаковки ячейковые контурные (1) - пачки картонные","Общество с ограниченной ответственностью ""Кировская Фармацевтическая Компания"" (ООО ""КФК"") - Россия", 10,  57.20,,ЛП-001710,"07.02.2014
(42/20-14)",4670009600240,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
-,Уголь активированный Экстрасорб*,"капсулы 220 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","Общество с ограниченной ответственностью ""Кировская Фармацевтическая Компания"" (ООО ""КФК"") - Россия", 20,  89.80,,ЛП-001710,"07.02.2014
(42/20-14)",4670009600264,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
-,Уголь активированный Экстрасорб*,"капсулы 220 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные","Общество с ограниченной ответственностью ""Кировская Фармацевтическая Компания"" (ООО ""КФК"") - Россия", 50,  170.00,,ЛП-001710,"07.02.2014
(42/20-14)",4670009600257,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Имидазолилэтанамид пентандиовой кислоты,Дикарбамин**,"таблетки 100 мг, 7 шт. - упаковки ячейковые контурные (3) - пачки картонные","ОАО ""Валента Фармацевтика"" - Россия", 21, 2 381.66,,ЛСР-003762/08,"20.02.2014
(69/20-14)",4602193010192,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,
Активированный уголь,Уголь активированный*,"nаблетки 250 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные","ОАО ""Фармстандарт-Лексредства"" - Россия", 50,  31.10,,Р N001033/01,"28.02.2014
(81/20-14)",4601669005670,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Активированный уголь,Уголь активированный*,"таблетки 250 мг, 10 шт. - упаковки безъячейковые контурные","ОАО ""Фармстандарт-Лексредства"" - Россия.", 10,  4.58,,Р N001033/01,"28.02.2014
(81/20-14)",4601669000644,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Изосорбида динитрат,Нитросорбид*,"таблетки 10 мг, 25 шт. - упаковки ячейковые контурные (1) - пачки картонные","ОАО ""Фармстандарт-Томскхимфарм"" - Россия", 25,  4.06,,ЛСР-003429/07,"28.02.2014
(81/20-14)",4602196000954,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Фуросемид,Фуросемид*,"таблетки 40 мг, 25 шт. - упаковки ячейковые контурные (2) - пачки картонные","ОАО ""Фармстандарт-Томскхимфарм"" - Россия", 50,  9.12,,ЛС-000488,"28.02.2014
(81/20-14)",4602196002156,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Лидокаин,Лидокаин*,"спрей для местного применения дозированный 10%, 650 доз, 38 г - флаконы полимерные с дозирующим насосом /в комплекте с распылителем для орального применения и насадкой стоматологической/ - пачки картонные","ОАО ""Фармстандарт-Лексредства"" - Россия", 1,  184.38,,Р N002739/01,"28.02.2014
(81/20-14)",4601669003904,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Активированный уголь,Уголь активированный*,"таблетки 250 мг, 10 шт.-упаковки безъячейковые контурные","ОАО ""Ирбитский химфармзавод"" - Россия", 10,  4.61,,Р N002061/01,"25.03.2014
(163/20-14)",4603276000413,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Ксилометазолин,Носолин,"капли назальные 0,1%, 10 мл - флаконы с дозатором-капельницей (1) - пачка картонная","ЗАО ""Фирн М"" - Россия", 1,  30.50,,ЛП-000456 ,"28.03.2014
(167/20-14)",4606207000414,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,15.08.2016
Активированный уголь,Уголь активированный*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные","ЗАО ""Производственная фармацевтическая компания Обновление"" - Россия", 30,  18.81,,ЛП-000178,"19.05.2014
(305/20-14)",4603988011875,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Калия хлорид,Калия хлорид*,"концентрат для приготовления раствора для инфузий 40 мг/мл, 5 мл - ампулы (10) /в комплекте с ножом для вскрытия ампул или скарификатором ампульным/ - коробки картонные","ОАО ""Дальхимфарм"" - Россия", 10,  37.75,,ЛП-000345,"11.06.2014
(338/20-14)",4602824020965,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Бария сульфат,Бар-ВИПС*,порошок для приготовления суспензии для приема внутрь 240 г - пакеты (1),"ООО ""Фирма ""ВИПС-МЕД"" - Россия", 1,  66.99,,Р N000178/01,"11.06.2014
(339/20-14)",4603761000010,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Активированный уголь,Уголь активированный МС*,"таблетки 250 мг, 10 шт. - упаковки безъячейковые контурные","Закрытое акционерное общество ""Медисорб"", Россия", 10,  4.53,,Р N001289/01,"10.07.2014
(399/20-14)",4603182000019,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Активированный уголь,Уголь активированный МС*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","Закрытое акционерное общество ""Медисорб"", Россия", 20,  12.54,,Р N001289/01,"10.07.2014
(399/20-14)",4603182002105,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Пэгинтерферон альфа-2b,ПегАльтевир*,"лиофилизат для приготовления  раствора
для подкожного введения 50 мкг – флаконы - упаковки ячейковые контурные /в комплекте  с растворителем: вода для инъекций (ампулы) 0.7 мл/(1) - пачки картонные","OOO ""ФАРМАПАРК"" - Россия;Пр.,Перв.Уп.,Втор.Уп.-ОАО ""Фармстандарт-УфаВИТА"" - Россия;Вып.к.-OOO ""ФАРМАПАРК"" - Россия.", 1, 7 323.37,,ЛП-002542,"08.08.2014
(468/20-14)",4601808010787,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Пэгинтерферон альфа-2b,ПегАльтевир*,"лиофилизат для приготовления  раствора
для подкожного введения 80 мкг – флаконы - упаковки ячейковые контурные /в комплекте  с растворителем: вода для инъекций (ампулы) 0.7 мл/(1) - пачки картонные","OOO ""ФАРМАПАРК"" - Россия;Пр.,Перв.Уп.,Втор.Уп.-ОАО ""Фармстандарт-УфаВИТА"" - Россия;Вып.к.-OOO ""ФАРМАПАРК"" - Россия.", 1, 7 620.00,,ЛП-002542,"08.08.2014
(468/20-14)",4601808010794,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Пэгинтерферон альфа-2b,ПегАльтевир*,"лиофилизат для приготовления  раствора
для подкожного введения 100 мкг – флаконы - упаковки ячейковые контурные /в комплекте  с растворителем: вода для инъекций (ампулы) 0.7 мл/(1) - пачки картонные","OOO ""ФАРМАПАРК"" - Россия;Пр.,Перв.Уп.,Втор.Уп.-ОАО ""Фармстандарт-УфаВИТА"" - Россия;Вып.к.-OOO ""ФАРМАПАРК"" - Россия.", 1, 7 646.61,,ЛП-002542,"08.08.2014
(468/20-14)",4601808010510,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Пэгинтерферон альфа-2b,ПегАльтевир*,"лиофилизат для приготовления  раствора
для подкожного введения 150 мкг – флаконы - упаковки ячейковые контурные /в комплекте  с растворителем: вода для инъекций (ампулы) 0.7 мл/(1) - пачки картонные","OOO ""ФАРМАПАРК"" - Россия;Пр.,Перв.Уп.,Втор.Уп.-ОАО ""Фармстандарт-УфаВИТА"" - Россия;Вып.к.-OOO ""ФАРМАПАРК"" - Россия.", 1, 6 163.46,,ЛП-002542,"08.08.2014
(468/20-14)",4601808010800,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Пэгинтерферон альфа-2b,ПегАльтевир*,"лиофилизат для приготовления  раствора
для подкожного введения 120 мкг – флаконы - упаковки ячейковые контурные /в комплекте  с растворителем: вода для инъекций (ампулы) 0.7 мл/(1) - пачки картонные","OOO ""ФАРМАПАРК"" - Россия;Пр.,Перв.Уп.,Втор.Уп.-ОАО ""Фармстандарт-УфаВИТА"" - Россия;Вып.к.-OOO ""ФАРМАПАРК"" - Россия.", 1, 5 226.38,,ЛП-002542,"08.08.2014
(468/20-14)",4601808010527,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Амиодарон,Амиодарон,"таблетки 200 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные","ОАО ""АВВА РУС"" - Россия", 30,  39.81,,ЛС-000753,"10.10.2014
(629/20-14)",4607003663117,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,11.04.2016
Лактулоза,Лактулоза*,"сироп 667 мг/мл, 1000 мл - флаконы (1) /в комплекте с мерным стаканчиком/ - пачки картонные","ОАО ""АВВА РУС"" - Россия", 1, 1 100.00,,ЛП-002556,"17.11.2014
(699/20-14)",4607003669638,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Бетагистин,Бетасерк,"таблетки 24 мг, 20 шт. - упаковки ячейковые контурные - пачки картонные","Эбботт Хелскеа Продактс Б.В. - Нидерланды;Пр.,Перв.Уп.-Эбботт Хелскеа САС - Франция;Втор.Уп.,Вып.к.-ОАО ""ВЕРОФАРМ"" - Россия.", 20,  226.84,,ЛС-000268,"10.12.2014
(752/20-14)",4620011581570,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,18.01.2016
Бетагистин,Бетасерк,"таблетки 24 мг, 20 шт. - упаковки ячейковые контурные (3) - пачки картонные","Эбботт Хелскеа Продактс Б.В. - Нидерланды;Пр.,Перв.Уп.-Эбботт Хелскеа САС - Франция;Втор.Уп.,Вып.к.-ОАО ""ВЕРОФАРМ"" - Россия.", 60,  466.07,,ЛС-000268,"10.12.2014
(752/20-14)",4620011581587,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,18.01.2016
Бетагистин,Бетасерк,"таблетки 8 мг, 30 шт. - упаковки ячейковые контурные - пачки картонные","Эбботт Хелскеа Продактс Б.В. - Нидерланды;Пр.,Перв.Уп.-Эбботт Хелскеа САС - Франция;Втор.Уп.,Вып.к.-ОАО ""ВЕРОФАРМ"" - Россия.", 30,  172.80,,П N013149/01,"10.12.2014
(752/20-14)",4620011581471,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,18.01.2016
Бетагистин,Бетасерк,"таблетки 16 мг, 15 шт. - упаковки ячейковые контурные (2) - пачки картонные","Эбботт Хелскеа Продактс Б.В. - Нидерланды;Пр.,Перв.Уп.-Эбботт Хелскеа САС - Франция;Втор.Уп.,Вып.к.-ОАО ""ВЕРОФАРМ"" - Россия.", 30,  291.60,,П N013149/01,"10.12.2014
(752/20-14)",4620011581525,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,18.01.2016
Кларитромицин,Клацид СР,"таблетки пролонгированного действия покрытые пленочной оболочкой 500 мг, 5 шт. - упаковки ячейковые контурные (2) - пачки картонные","Эбботт Лэбораториз Лимитед - Великобритания;Пр.,Перв.Уп.-Эйсика Куинборо Лимитед - Великобритания;Втор.Уп.,Вып.к.-ОАО ""ВЕРОФАРМ"" - Россия.", 10,  512.14,,П N015763/01,"10.12.2014
(752/20-14)",4620011581877,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,18.01.2016
Кларитромицин,Клацид СР,"таблетки пролонгированного действия покрытые пленочной оболочкой 500 мг, 7 шт. - упаковки ячейковые контурные - пачки картонные","Эбботт Лэбораториз Лимитед - Великобритания;Пр.,Перв.Уп.-Эйсика Куинборо Лимитед - Великобритания;Втор.Уп.,Вып.к.-ОАО ""ВЕРОФАРМ"" - Россия.", 7,  356.36,,П N015763/01,"10.12.2014
(752/20-14)",4620011581884,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,18.01.2016
Кларитромицин,Клацид,"таблетки покрытые пленочной оболочкой 500 мг, 7 шт. - упаковки ячейковые контурные (2) - пачки картонные","Эбботт С.р.Л - Италия;Пр.,Перв.Уп.-Эбботт С.р.Л - Италия;Втор.Уп.,Вып.к.-ОАО ""ВЕРОФАРМ"" - Россия.", 14,  580.34,,ЛС-000679,"10.12.2014
(752/20-14)",4620011581730,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,18.01.2016
Кромоглициевая кислота,Кромогексал,"раствор для ингаляций 10 мг/мл, 2 мл - ампулы (50) - пачки картонные","Сандоз д.д. - Словения;Пр.,Перв.Уп.,Втор.Уп.-""Фарма Штулльн ГмбХ "" - Германия;Вып.к.-Салютас Фарма ГмбХ - Германия.", 50,  294.99,,П N014056/01,"12.12.2014
(765/20-14)",4030855005918,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,12.07.2016
Амиодарон,Амиодарон*,"таблетки 200 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные","ОАО ""АВВА РУС"" - Россия", 30,  42.00,,ЛС-000753,"29.01.2015
(38/20-15)",4607003663117,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Лидокаин,Лидокаин*,"спрей для местного применения дозированный 10%, 650 доз, 38 г - флаконы полимерные с дозирующим насосом /в комплекте с распылителем для орального применения/ (1) - пачки картонные","ОАО ""Фармстандарт-Лексредства"" - Россия", 1,  194.52,,Р N002739/01,"29.01.2015
(41/20-15)",4601669003904,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Активированный уголь,Уголь активированный*,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные","ОАО ""Фармстандарт-Лексредства"" - Россия", 50,  32.81,,Р N001033/01,"09.02.2015
(59/20-15)",4601669005670,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Активированный уголь,Уголь активированный*,"таблетки 250 мг, 10 шт. - упаковки безъячейковые контурные","ОАО ""Фармстандарт-Лексредства"" - Россия", 10,  4.83,,Р N001033/01,"09.02.2015
(59/20-15)",4601669000644,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
